index(discard),year,bechdel_rating,title,imdb_id
1563,1972,2,Aguirre: The Wrath of God,0068182
1564,1972,2,Don&#39;t Torture a Duckling,0069019
1565,1972,1,Deliverance,0068473
1566,1972,1,Jeremiah Johnson,0068762
1567,1972,1,1776,0068156
1568,1972,3,Travels With My Aunt,0069404
1569,1972,3,Butterflies Are Free,0068326
1570,1972,3,"Dawns Here are Quiet, The",0068161
1571,1972,2,What&#39;s up Doc,0069495
1572,1972,3,Cabaret,0068327
1573,1972,3,Last Tango in Paris,0070849
1574,1972,1,"Poseidon Adventure, The",0069113
1575,1972,3,"Silent Night, Bloody Night",0070694
1576,1972,0,Sleuth,0069281
1577,1972,3,Prison Girls,0244730
1578,1972,0,"Mattei Affair (Il caso Mattei), The",0068346
1579,1972,0,"L&#39;aventure, c&#39;est l&#39;aventure",0066798
1580,1972,1,Sbatti il mostro in prima pagina,0070641
1581,1972,1,Godzilla vs. Gigan,0068371
1582,1972,3,Wedding in White,0069489
1583,1972,3,Deep Throat,0068468
1584,1972,3,"Bitter Tears of Petra von Kant , The",0068278
1585,1972,3,Blacula,0068284
1586,1972,3,"Last House on the Left, The",0068833
1587,1972,3,Frenzy,0068611
1588,1972,0,State of Siege,0070959
1589,1972,3,"Discreet Charm of the Bourgeoisie, The",0068361
1590,1972,3,Lady Sings the Blues,0068828
1591,1972,0,Lone Wolf and Cub: Sword of Vengeance,0068815
1592,1972,2,Lone Wolf and Cub: Baby Cart at the River Styx,0068816
1593,1972,0,Lone Wolf and Cub: Baby Cart in Peril,0143348
1594,1972,0,Lone Wolf and Cub: Baby Cart to Hades,0068817
1595,1972,3,Sisters,0070698
1596,1972,3,"Hitchhikers, The",0067206
1597,1972,3,"Big Bird Cage, The",0068273
1598,1972,0,All the Way Boys,0069095
1599,1972,1,Joe Kidd,0068768
1600,1972,1,Black Gunn,0068281
1601,1972,3,Night of the Felines,0227051
1602,1972,1,"Getaway, The",0068638
1603,1973,1,Ivan Vasilevich menyaet professiyu,0070233
1604,1973,0,Badlands,0069762
1605,1973,3,Don&#39;t look now,0069995
1606,1973,3,"Exorcist, The",0070047
1607,1973,3,"Wicker Man, The",0070917
1608,1973,2,"Mad Adventures of &#39;Rabbi&#39; Jacob, The",0069747
1609,1973,3,"Black Mama, White Mama",0068282
1610,1973,3,"Spirit of the Beehive, The",0070040
1611,1973,1,"Sting, The",0070735
1612,1973,2,A Touch of Class,0070819
1613,1973,1,Sleeper,0070707
1614,1973,3,Lemora: A Child&#39;s Tale Of The Supernatural,0070300
1615,1973,1,Serpico,0070666
1616,1973,1,Soylent Green,0070723
1617,1973,1,"Holy Mountain, The",0071615
1618,1973,0,Papillon,0070511
1619,1973,3,Paper Moon,0070510
1620,1973,0,Jesus Christ Superstar,0070239
1621,1973,2,American Graffiti,0069704
1622,1973,3,Robin Hood,0070608
1623,1973,3,"Legend of Hell House, The",0070294
1624,1973,1,High Plains Drifter,0068699
1625,1973,2,Payday,0069067
1626,1973,1,Mean Streets,0070379
1627,1973,1,Live and Let Die,0070328
1628,1973,3,Don Juan (Or If Don Juan Were a Woman),0069990
1629,1973,3,Day for Night,0070460
1630,1973,2,A Charlie Brown Thanksgiving,0068359
1631,1973,3,Children Shouldn&#39;t Play with Dead Things,0068370
1632,1973,0,Godzilla vs. Megalon,0070122
1633,1973,3,Lady Snowblood,0158714
1634,1973,3,"Baby, The",0069754
1635,1973,3,Turkish Delight,0070842
1636,1973,3,El ataque de los muertos sin ojos [Return of the Evil Dead],0068232
1637,1973,3,"Crazies, The",0069895
1638,1973,3,A Doll&#39;s House,0069987
1639,1973,2,World on a Wire,0070904
1640,1973,1,"Satanic Rites of Dracula, The",0070634
1641,1973,1,Pat Garrett &amp; Billy the Kid,0070518
1642,1973,3,Terminal Island,0070782
1643,1973,1,Enter the Dragon,0070034
1644,1973,0,"Offence, The",0070468
1645,1973,0,Fantastic Planet,0070544
1646,1973,0,"Knock Out Cop, The",0070534
1647,1973,0,&#39;Gator Bait,0074080
1648,1973,3,Female Vampire,0069745
1649,1973,3,La nuit des etoiles filantes,0066914
1650,1973,0,La rose de fer,0126004
1651,1973,0,My Name Is Nobody,0070215
1652,1973,2,"Three Musketeers, The",0072281
1653,1973,3,Les noces rouges,0070453
1654,1973,3,A Warm December,0070898
1655,1973,3,Wonder Women,0070926
1656,1973,2,Amarcord,0071129
1657,1973,3,Messiah of Evil,0071396
1658,1973,2,Coffy,0069897
1659,1973,3,Carry on Girls,0069848
1660,1973,3,Cleopatra Jones,0069890
1661,1973,0,Belladonna Of Sadness,0071203
1662,1974,3,Celine and Julie Go Boating,0071381
1663,1974,1,Blazing Saddles,0071230
1664,1974,2,Young Frankenstein,0072431
1665,1974,2,Zardoz,0070948
1666,1974,0,Dark Star,0069945
1667,1974,3,"Odessa File, The",0071935
1668,1974,3,Alice Doesn&#39;t Live Here Anymore,0071115
1669,1974,2,Chinatown,0071315
1670,1974,1,"Groove Tube, The",0071583
1671,1974,1,"Texas Chain Saw Massacre, The",0072271
1672,1974,3,Mame,0071803
1673,1974,3,Black Christmas,0071222
1674,1974,2,"Godfather: Part II, The",0071562
1675,1974,1,"Conversation, The",0071360
1676,1974,1,"Towering Inferno, The",0072308
1677,1974,1,Edvard Munch,0074462
1678,1974,3,Ali: Fear Eats the Soul,0071141
1679,1974,1,"Man with the Golden Gun, The",0071807
1680,1974,3,Death Wish,0071402
1681,1974,0,Phantom of the Paradise,0071994
1682,1974,3,Female Trouble,0072979
1683,1974,0,"Parallax View, The",0071970
1684,1974,3,Foxy Brown,0071517
1685,1974,3,Truck Turner,0072325
1686,1974,1,Godzilla vs. Mechagodzilla,0071565
1687,1974,3,Brief Encounter,0071247
1688,1974,2,Going Places,0072353
1689,1974,3,Emmanuelle,0071464
1690,1974,3,A Woman Under The Influence,0072417
1691,1974,1,"Legend of the 7 Golden Vampires, The",0070297
1692,1974,3,"Je, tu, il, elle",0071690
1693,1974,2,Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue],0071431
1694,1974,3,Dracula,0070003
1695,1974,3,Vampyres,0072354
1696,1974,2,"Sugarland Express, The",0072226
1697,1974,3,Airport 1975,0071110
1698,1974,0,Killdozer,0071717
1699,1974,0,Kozure Okami: Jigoku e ikuzo! Daigoro,0071695
1700,1974,3,"Arena, The",0069729
1701,1974,0,"Watch Out, We&#39;re Mad",0069697
1702,1974,3,Blood for dracula,0071233
1703,1974,2,Zandy&#39;s Bride,0072435
1704,1974,0,"Little Prince, The",0071762
1705,1975,3,Picnic at Hanging Rock,0073540
1706,1975,3,"Stepford Wives, The",0073747
1707,1975,1,Three Days of the Condor,0073802
1708,1975,2,"Ironiya sudby, ili S legkim parom!",0073179
1709,1975,3,Grey Gardens,0073076
1710,1975,1,Tommy,0073812
1711,1975,2,One Flew Over the Cuckoo&#39;s Nest,0073486
1712,1975,3,"Rocky Horror Picture Show, The",0073629
1713,1975,3,Fawlty Towers,0072500
1714,1975,0,Dersu Uzala,0071411
1715,1975,2,Monty Python and the Holy Grail,0071853
1716,1975,1,Barry Lyndon,0072684
1717,1975,3,Jaws,0073195
1718,1975,3,Dialogues of Exiles,0071427
1719,1975,3,"Maids, The",0071798
1720,1975,3,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",0073198
1721,1975,3,"Mirror, The",0072443
1722,1975,3,Dog Day Afternoon,0072890
1723,1975,3,"Story of O, The",0073115
1724,1975,3,Nashville,0073440
1725,1975,0,Dolemite,0072895
1726,1975,1,Zorro,0072448
1727,1975,1,Terror of Mechagodzilla,0073373
1728,1975,0,A boy and His Dog,0072730
1729,1975,3,Switchblade Sisters,0073778
1730,1975,3,Blonde in Black Leather,0073598
1731,1975,3,Emmanuelle II,0072933
1732,1975,3,Deep Red,0073582
1733,1975,3,"Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]",0073650
1734,1975,3,Katie Tippel,0073233
1735,1975,3,Love and Death,0073312
1736,1975,1,Inserts,0073172
1737,1975,3,Death Race 2000,0072856
1738,1975,3,Numero deux,0073471
1739,1975,1,Flatfoot in Hong Kong,0073541
1740,1975,2,Mandingo,0073349
1741,1975,1,"Count of Monte-Cristo, The",0072824
1742,1975,3,L&#39;histoire d&#39;Ad&egrave;le H.,0073114
1743,1975,3,Cleopatra Jones and the Casino of Gold,0072791
1744,1975,2,Supervixens,0073768
1745,1975,2,Dr. Minx,0072905
1746,1975,0,"Sheba, Baby",0073697
1747,1975,1,Ecstasy of the Black Rose,0285663
1748,1976,3,Assault on Precinct 13,0074156
1749,1976,3,Carrie,0074285
1750,1976,2,"Outlaw Josey Wales, The",0075029
1751,1976,1,"Man Who Fell to Earth, The",0074851
1752,1976,3,"Omen, The",0075005
1753,1976,2,Logan&#39;s Run,0074812
1754,1976,3,Network,0074958
1755,1976,1,Taxi Driver,0075314
1756,1976,1,Rocky,0075148
1757,1976,1,Silent Movie,0075222
1758,1976,1,Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix),0072901
1759,1976,3,Bugsy Malone,0074256
1760,1976,3,Sparkle,0075249
1761,1976,1,Revenge Of The Cheerleaders,0075137
1762,1976,3,Murder by Death,0074937
1763,1976,1,Sebastiane,0075177
1764,1976,3,In the Realm of the Senses,0074102
1765,1976,1,Marathon Man,0074860
1766,1976,0,A Star Is Born,0075265
1767,1976,3,Small Change,0074152
1768,1976,3,"Little Girl Who Lives Down the Lane, The",0074806
1769,1976,1,Il secondo tragico Fantozzi,0075178
1770,1976,3,Family Plot,0074512
1771,1976,1,Silver Streak,0075223
1772,1976,0,"Desert of the Tartars, The",0074400
1773,1976,1,All the President&#39;s Men,0074119
1774,1976,1,Pascual Duarte,0073518
1775,1976,1,"Town That Dreaded Sundown, The",0075342
1776,1976,1,"Tenant, The",0074811
1777,1976,1,Az otodik pecset,0075467
1778,1976,3,"Gumball Rally, The",0074597
1779,1976,1,Two-Minute Warning,0075359
1780,1976,0,Allegro non troppo,0074121
1781,1976,1,Keoma,0074740
1782,1976,0,Canoa: A Shameful Memory,0131335
1783,1976,2,Drum,0074437
1784,1976,1,Mandinga,0074855
1785,1976,2,Emmanuelle bianca e nera,0074471
1786,1976,3,Freaky Friday,0076054
1787,1976,1,Charlies Angels,0073972
1788,1976,3,Up!,0075376
1789,1977,1,Star Wars,0076759
1790,1977,3,Sluzhebnyy roman,0076727
1791,1977,3,"Turning Point, The",0076843
1792,1977,3,Julia,0076245
1793,1977,1,Saturday Night Fever,0076666
1794,1977,0,"Many Adventures of Winnie the Pooh, The",0076363
1795,1977,3,"Rescuers, The",0076618
1796,1977,0,Stroszek,0075276
1797,1977,3,Annie Hall,0075686
1798,1977,3,"Goodbye Girl, The",0076095
1799,1977,1,Soldaat van Oranje,0076734
1800,1977,3,Suspiria,0076786
1801,1977,3,3 Women,0075612
1802,1977,3,House,0076162
1803,1977,2,A Special Day,0076085
1804,1977,1,A Bridge Too Far,0075784
1805,1977,2,"Devil, Probably, The",0075938
1806,1977,1,ABBA: The Movie,0075617
1807,1977,3,Death Trap!,0074455
1808,1977,1,Close Encounters of the Third Kind,0075860
1809,1977,3,A Little Night Music,0076319
1810,1977,1,"Man Who Loved Women, The",0076155
1811,1977,0,Eraserhead,0074486
1812,1977,3,"Sentinel, The",0076683
1813,1977,0,"36 Crazy Fists, The",0076661
1814,1977,1,High Anxiety,0076141
1815,1977,3,"Haunting of Julia, The",0074611
1816,1977,3,Slap Shot,0076723
1817,1977,0,Damnation Alley,0075909
1818,1977,1,"Spy Who Loved Me, The",0076752
1819,1977,1,Martin,0077914
1820,1977,3,"Hills Have Eyes, The",0077681
1821,1977,3,Desperate Living,0075936
1822,1977,1,"Kentucky Fried Movie, The",0076257
1823,1977,3,Kingdom of the Spiders,0076271
1824,1977,1,Orca,0076504
1825,1977,2,Pete&#39;s Dragon,0076538
1826,1977,3,"Race for Your Life, Charlie Brown",0076591
1827,1977,1,"Duelists, The",0075968
1828,1977,3,Alucarda,0075666
1829,1977,3,Bad,0075679
1830,1977,3,Peppermint Soda,0075939
1831,1977,3,Planet of Dinosaurs,0078089
1832,1977,3,Rabid,0076590
1833,1977,2,"Man in the Iron Mask, The",0074853
1834,1977,0,Pumping Iron,0076578
1835,1977,3,Emmanuelle 3,0077497
1836,1977,3,Love Camp,0074548
1837,1977,0,March or Die,0076175
1838,1977,0,"Hobbit, The",0077687
1839,1977,3,Emmett Otter&#39;s Jug-Band Christmas,0075988
1840,1978,3,Days of Heaven,0077405
1841,1978,2,Animal House,0077975
1842,1978,0,Quel maledetto treno blindato,0076584
1843,1978,3,H&ouml;stsonaten,0077711
1844,1978,3,Grease,0077631
1845,1978,1,"Star Wars Holiday Special, The",0193524
1846,1978,0,"Shout, The",0078259
1847,1978,2,Damien: Omen II,0077394
1848,1978,0,Dawn of the Dead,0077402
1849,1978,3,Interiors,0077742
1850,1978,1,Superman,0078346
1851,1978,1,Watership Down,0078480
1852,1978,2,Avalanche,0077189
1853,1978,1,"Deer Hunter, The",0077416
1854,1978,3,Halloween,0077651
1855,1978,3,Death on the Nile,0077413
1856,1978,3,Girlfriends,0077613
1857,1978,3,A Woman Called Moses,0078509
1858,1978,0,Midnight Express,0077928
1859,1978,3,"Hound of the Baskervilles, The",0076161
1860,1978,2,La cage aux folles,0077288
1861,1978,0,Ringing Bell (Chirin no Suzu),0306646
1862,1978,0,I Spit on Your Grave,0077713
1863,1978,3,Within the Woods,0078503
1864,1978,3,"Wiz, The",0078504
1865,1978,3,Battlestar Galactica,0077215
1866,1978,3,Foul Play,0077578
1867,1978,1,Magic,0077889
1868,1978,1,"Boys from Brazil, The",0077269
1869,1978,2,Jaws 2,0077766
1870,1978,3,Starcrash,0079946
1871,1978,1,"Lord of the Rings, The",0077869
1872,1978,2,Gray Lady Down,0077629
1873,1978,2,Pretty Baby,0078111
1874,1978,1,"Brink&#39;s Job, The",0077275
1875,1978,0,"Driver, The",0077474
1876,1978,0,Convoy,0077369
1877,1978,0,Lo chiamavano Bulldozer,0077864
1878,1978,3,Jubilee,0076240
1879,1978,3,Someone&#39;s Watching Me,0078295
1880,1978,3,Piranha,0078087
1881,1978,1,"Last Waltz, The",0077838
1882,1978,3,An Unmarried Woman,0078444
1883,1979,3,Alien,0078748
1884,1979,1,Manhattan,0079522
1885,1979,1,"Warriors, The",0080120
1886,1979,3,Life of Brian,0079470
1887,1979,1,"Frisco Kid, The",0079180
1888,1979,3,Die Blechtrommel,0078875
1889,1979,1,Star Trek: The Motion Picture,0079945
1890,1979,2,All That Jazz,0078754
1891,1979,2,Being There,0078841
1892,1979,3,"Marriage of Maria Braun, The",0079095
1893,1979,3,"In-Laws, The",0079336
1894,1979,0,Apocalypse Now,0078788
1895,1979,3,"China Syndrome, The",0078966
1896,1979,1,"Jerk, The",0079367
1897,1979,0,Nosferatu the Vampyre,0079641
1898,1979,0,Escape from Alcatraz,0079116
1899,1979,1,Moonraker,0079574
1900,1979,1,Stalker,0079944
1901,1979,1,Quadrophenia,0079766
1902,1979,3,"Amityville Horror, The",0078767
1903,1979,3,Rock &#39;n&#39; Roll High School,0079813
1904,1979,0,L&#39;hypothese du tableau vole,0077707
1905,1979,3,My Brilliant Career,0079596
1906,1979,2,Time After Time,0080025
1907,1979,3,Meatballs,0079540
1908,1979,3,Angels&#39; Brigade,0078778
1909,1979,3,"Bell Jar, The",0078843
1910,1979,3,Mad Max,0079501
1911,1979,1,Rocky II,0079817
1912,1979,1,Phantasm,0079714
1913,1979,0,"Black Hole, The",0078869
1914,1979,3,Hair,0079261
1915,1979,1,Kramer vs. Kramer,0079417
1916,1979,3,Tourist Trap,0080040
1917,1979,3,Rupan sansei: Kariosutoro no shiro,0079833
1918,1979,1,Murder by Natural Causes,0079593
1919,1979,2,"Muppet Movie, The",0079588
1920,1979,1,Osenniy marafon,0079679
1921,1979,0,Scum,0079871
1922,1979,0,Buffet froid,0078913
1923,1979,3,"North Avenue Irregulars, The",0079639
1924,1979,1,"Rose, The",0079826
1925,1979,3,Norma Rae,0079638
1926,1979,2,Beneath the Valley of the Ultra-Vixens,0078846
1927,1980,1,"Blues Brothers, The",0080455
1928,1980,3,Fame,0080716
1929,1980,0,Star Wars: Episode V - The Empire Strikes Back,0080684
1930,1980,3,Moskva slezam ne verit,0079579
1931,1980,3,Nine to Five (9 to 5),0080319
1932,1980,3,Airplane!,0080339
1933,1980,2,"Shining, The",0081505
1934,1980,1,Raging Bull,0081398
1935,1980,3,Atlantic City,0080388
1936,1980,3,La terrazza,0081616
1937,1980,1,"Nude Bomb, The",0081249
1938,1980,1,Loose Shoes,0076582
1939,1980,1,Any Which Way You Can,0080377
1940,1980,1,Resurrection,0081414
1941,1980,1,Cannibal Holocaust,0078935
1942,1980,3,Fade to Black,0080711
1943,1980,3,"Fog, The",0080749
1944,1980,3,Little Darlings,0081060
1945,1980,3,Private Benjamin,0081375
1946,1980,3,Xanadu,0081777
1947,1980,0,Cruising,0080569
1948,1980,3,"Pepi, Luci, Bom and Other Girls Like Mom",0081323
1949,1980,3,Flash Gordon,0080745
1950,1980,2,Somewhere in Time,0081534
1951,1980,3,Can&#39;t Stop the Music,0080492
1952,1980,3,Superman II,0081573
1953,1980,3,Friday the 13th,0080761
1954,1980,0,Heaven&#39;s Gate,0080855
1955,1980,3,Coal Miner&#39;s Daughter,0080549
1956,1980,0,"Blue Lagoon, The",0080453
1957,1980,0,"Ninth Configuration, The",0081237
1958,1980,2,Ordinary People,0081283
1959,1980,2,Battle Beyond the Stars,0080421
1960,1980,3,Nightmare City,0080931
1961,1980,0,"Final Countdown, The",0080736
1962,1980,0,"King and the Mockingbird, The",0079820
1963,1980,3,"Mirror Crack&#39;d, The",0081163
1964,1980,3,Maniac,0081114
1965,1980,1,Indul a bakterhaz,0121403
1966,1980,3,Popeye,0081353
1967,1980,3,"Party, The",0082100
1968,1980,3,American Gigolo,0080365
1969,1980,0,Kagemusha,0080979
1970,1980,3,Health,0079256
1971,1980,2,Caddyshack,0080487
1972,1981,3,Raiders of the Lost Ark,0082971
1973,1981,3,Clash of the Titans,0082186
1974,1981,0,My Dinner With Andre,0082783
1975,1981,3,Ms. 45,0082776
1976,1981,3,Rich and Famous,0082992
1977,1981,0,Southern Comfort,0083111
1978,1981,2,"Fox and the Hound, The",0082406
1979,1981,0,Escape from New York,0082340
1980,1981,1,History of the World: Part I,0082517
1981,1981,3,"Woman Next Door, The",0082370
1982,1981,3,Umrao Jaan,0083248
1983,1981,1,Quest for Fire,0082484
1984,1981,3,Polyester,0082926
1985,1981,3,"Great Muppet Caper, The",0082474
1986,1981,0,Das Boot,0082096
1987,1981,3,Lady Chatterley&#39;s Lover,0082640
1988,1981,3,Reds,0082979
1989,1981,1,Time Bandits,0081633
1990,1981,1,Outland,0082869
1991,1981,2,An American Werewolf in London,0082010
1992,1981,1,Heavy Metal,0082509
1993,1981,2,Body Heat,0082089
1994,1981,3,Mommy Dearest,0082766
1995,1981,1,"Evil Dead, The",0083907
1996,1981,3,Christiane F. - Wir Kinder vom Bahnhof Zoo,0082176
1997,1981,1,Pennies from Heaven,0082894
1998,1981,1,Looker,0082677
1999,1981,2,Friday the 13th Part 2,0082418
2000,1981,3,Halloween II,0082495
2001,1981,2,Stripes,0083131
2002,1981,3,Horror Planet,0084090
2003,1981,3,"Howling, The",0082533
2004,1981,3,For Your Eyes Only,0082398
2005,1981,3,Der subjektive Faktor,0083137
2006,1981,3,Il marchese del Grillo,0082714
2007,1981,3,Gregory&#39;s Girl,0082477
2008,1981,1,Chariots of Fire,0082158
2009,1981,1,"Marva Collins Story, The",0082719
2010,1981,3,Blow Out,0082085
2011,1981,1,Dragonslayer,0082288
2012,1981,3,...E tu vivrai nel terrore! L&#39;aldila (The Beyond),0082307
2013,1981,3,Happy Birthday to Me,0082498
2014,1981,0,La fuga de Segovia,0082424
2015,1981,3,Shock Treatment,0083067
2016,1981,1,Diva,0082269
2017,1981,3,"Prowler, The",0082951
2018,1981,3,Galaxy of Terror,0082431
2019,1981,2,Ragtime,0082970
2020,1981,1,Excalibur,0082348
2021,1981,0,Thief,0083190
2022,1981,1,On a Golden Pond,0082846
2023,1981,1,Dead and Buried,0082242
2024,1981,3,Absence of Malice,0081974
2025,1981,0,"Masked Avengers, The",0082153
2026,1981,1,Scanners,0081455
2027,1981,0,Victory,0083284
2028,1981,0,Nighthawks,0082817
2029,1981,3,Cannibal Ferox,0082700
2030,1981,1,Possession,0082933
2031,1981,3,"Four Seasons, The",0082405
2032,1981,3,Maeve,0277122
2033,1982,3,Le Retour de Martin Guerre,0084589
2034,1982,1,Blade Runner,0083658
2035,1982,1,Conan the Barbarian,0082198
2036,1982,3,"Ladies and Gentlemen, the Fabulous Stains",0082639
2037,1982,3,Annie,0083564
2038,1982,3,Star Trek: The Wrath of Khan,0084726
2039,1982,0,TRON,0084827
2040,1982,3,Sophie&#39;s Choice,0084707
2041,1982,1,"Dark Crystal, The",0083791
2042,1982,3,"Secret of NIMH, The",0084649
2043,1982,3,"Last Unicorn, The",0084237
2044,1982,3,E.T.: The Extra-Terrestrial,0083866
2045,1982,3,Liquid Sky,0085852
2046,1982,0,"Thing, The",0084787
2047,1982,3,Deathtrap,0083806
2048,1982,1,"King of Comedy, The",0085794
2049,1982,2,Fast Times at Ridgemont High,0083929
2050,1982,2,"Draughtsman&#39;s Contract, The",0083851
2051,1982,3,Smithereens,0084698
2052,1982,3,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",0083745
2053,1982,3,Cat People,0083722
2054,1982,1,Tootsie,0084805
2055,1982,3,Grease 2,0084021
2056,1982,3,Fanny and Alexander,0083922
2057,1982,3,"Slumber Party Massacre, The",0084695
2058,1982,0,First Blood,0083944
2059,1982,3,Forbidden World,0083959
2060,1982,3,Godard&#39;s Passion,0084481
2061,1982,2,Porky&#39;s,0084522
2062,1982,0,Koyaanisqatsi,0085809
2063,1982,3,"Best Little Whorehouse in Texas, The",0083642
2064,1982,1,Diner,0083833
2065,1982,3,Poltergeist,0084516
2066,1982,0,Countryman,0083762
2067,1982,3,Friday the 13th Part III,0083972
2068,1982,0,Banana Joe,0082045
2069,1982,3,Frances,0083967
2070,1982,2,48 Hrs.,0083511
2071,1982,0,Pink Floyd The Wall,0084503
2072,1982,3,"Last American Virgin, The",0084234
2073,1982,3,Finye (The Wind),0083942
2074,1982,1,"Verdict, The",0084855
2075,1982,0,Rocky III,0084602
2076,1982,3,"State of Things, The",0084725
2077,1982,2,Tenebre,0084777
2078,1982,2,Swamp Thing,0084745
2079,1982,3,An Officer and a Gentleman,0084434
2080,1982,1,"Beast Within, The",0083629
2081,1982,1,"Fits, The",4238858
2082,1982,1,Mil gritos tiene la noche [Pieces],0082748
2083,1982,3,Missing,0084335
2084,1982,3,Evil Under the Sun,0083908
2085,1982,2,"Scarlet Pimpernel, The",0084637
2086,1982,3,"Entity, The",0082334
2087,1982,3,Victor Victoria,0084865
2088,1982,2,Tex,0084783
2089,1982,1,Monty Python Live at the Hollywood Bowl,0084352
2090,1982,3,"Party 2, The",0083686
2091,1982,2,Gandhi,0083987
2092,1982,2,Deux heures moins le quart avant Jesus-Christ,0083824
2093,1982,1,Piratensender Power Play,0082911
2094,1982,3,Sorceress,0086340
2095,1982,3,"World According to Garp, The",0084917
2096,1982,2,Six Pack,0084690
2097,1983,3,Silkwood,0086312
2098,1983,1,Christine,0085333
2099,1983,1,Star Wars: Episode VI - Return of the Jedi,0086190
2100,1983,3,Educating Rita,0085478
2101,1983,1,Trading Places,0086465
2102,1983,3,"Hunger, The",0085701
2103,1983,3,"Ballad of Narayama, The",0084390
2104,1983,1,Yellowbeard,0086618
2105,1983,0,Breathless,0085276
2106,1983,2,Rumble Fish,0086216
2107,1983,3,El Norte,0085482
2108,1983,3,Dark Habits,0085496
2109,1983,1,Local Hero,0085859
2110,1983,3,Born in Flames,0085267
2111,1983,3,Lianna,0085838
2112,1983,1,WarGames,0086567
2113,1983,2,Videodrome,0086541
2114,1983,3,Flashdance,0085549
2115,1983,3,Superman III,0086393
2116,1983,1,Terms of Endearment,0086425
2117,1983,3,Terms of Endearment,0086425
2118,1983,0,Go for It,0085601
2119,1983,1,"Man With Two Brains, The",0085894
2120,1983,3,Los renglones torcidos de Dios,0224005
2121,1983,3,Hercules,0085672
2122,1983,1,Scarface,0086250
2123,1983,1,"Dead Zone, The",0085407
2124,1983,1,A Christmas Story,0085334
2125,1983,0,Merry Christmas Mr Lawrence,0085933
2126,1983,1,Krull,0085811
2127,1983,1,Mickey&#39;s Christmas Carol,0085936
2128,1983,2,Octopussy,0086034
2129,1983,1,"Meaning of Life , The",0085959
2130,1983,1,"4th Man, The",0086543
2131,1983,3,Jaws 3-D,0085750
2132,1983,3,Mortelle randonn&eacute;e,0084358
2133,1983,1,El pico,0086104
2134,1983,2,"Outsiders, The",0086066
2135,1983,3,Yentl,0086619
2136,1983,3,Cujo,0085382
2137,1983,3,Barefoot Gen,0085218
2138,1983,1,Strange Brew,0086373
2139,1983,1,Deathstalker,0087127
2140,1983,3,Wild Style,0084904
2141,1983,3,"Best Christmas Pageant Ever, The",0085231
2142,1983,3,Suburbia,0086589
2143,1983,3,Risky Business,0086200
2144,1983,1,Under Fire,0086510
2145,1983,1,Die Supernasen,0086394
2146,1983,3,Women&#39;s Prison Massacre,0085250
2147,1983,2,Confidentially Yours,0086551
2148,1983,3,Life Is a Bed of Roses,0086542
2149,1984,2,Ghostbusters,0087332
2150,1984,1,Gremlins,0087363
2151,1984,3,Conan the Destroyer,0087078
2152,1984,3,"Bostonians, The",0086992
2153,1984,3,Kaze no tani no Naushika,0087544
2154,1984,3,Police Academy,0087928
2155,1984,3,Amadeus,0086879
2156,1984,3,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",0086856
2157,1984,1,"Paris, Texas",0087884
2158,1984,0,Indiana Jones and the Temple of Doom,0087469
2159,1984,3,What Have I Done to Deserve This?,0088461
2160,1984,1,Star Trek III: The Search for Spock,0088170
2161,1984,3,"Terminator, The",0088247
2162,1984,3,Sixteen Candles,0088128
2163,1984,3,"Karate Kid, The",0087538
2164,1984,3,Dune,0087182
2165,1984,1,This Is Spinal Tap,0088258
2166,1984,0,Beverly Hills Cop,0086960
2167,1984,3,Supergirl,0088206
2168,1984,0,A Soldier&#39;s Story,0088146
2169,1984,3,"Jewel in the Crown, The",0086739
2170,1984,3,Blame It on Rio,0086973
2171,1984,3,Love Streams,0087644
2172,1984,3,Night of the Comet,0087799
2173,1984,3,A Private Function,0089838
2174,1984,1,Splash,0088161
2175,1984,1,"Natural, The",0087781
2176,1984,3,Poison for the Fairies,0135033
2177,1984,1,"Neverending Story, The",0088323
2178,1984,3,A nightmare on Elm Street,0087800
2179,1984,3,Purple Rain,0087957
2180,1984,2,Repo Man,0087995
2181,1984,1,Non ci resta che piangere,0087814
2182,1984,3,Protocol,0087951
2183,1984,1,2010,0086837
2184,1984,3,"Last Starfighter, The",0087597
2185,1984,3,"Muppets Take Manhattan, The",0087755
2186,1984,0,Top Secret!,0088286
2187,1984,3,A Passage to India,0087892
2188,1984,2,Body Double,0086984
2189,1984,3,Friday the 13th Part IV: The Final Chapter,0087298
2190,1984,3,Secret Places,0088075
2191,1984,1,Blood Simple.,0086979
2192,1984,1,Revenge of the Nerds,0088000
2193,1984,0,Another Country,0086904
2194,1984,0,Starman,0088172
2195,1984,3,Children of the Corn,0087050
2196,1984,1,Trancers,0090192
2197,1984,1,Once Upon A Time In America,0087843
2198,1984,3,Bachelor Party,0086927
2199,1984,3,Johnny Dangerously,0087507
2200,1984,0,Godzilla 1985,0087344
2201,1984,3,"Silent Night, Deadly Night",0088117
2202,1984,3,Los santos inocentes,0088040
