year,rating,title,imdb_id
1982,1,Piratensender Power Play,tt0082911
1982,3,Sorceress,tt0086340
1982,3,"World According to Garp, The",tt0084917
1982,2,Six Pack,tt0084690
1983,3,Silkwood,tt0086312
1983,1,Christine,tt0085333
1983,1,Star Wars: Episode VI - Return of the Jedi,tt0086190
1983,3,Educating Rita,tt0085478
1983,1,Trading Places,tt0086465
1983,3,"Hunger, The",tt0085701
1983,3,"Ballad of Narayama, The",tt0084390
1983,1,Yellowbeard,tt0086618
1983,0,Breathless,tt0085276
1983,2,Rumble Fish,tt0086216
1983,3,El Norte,tt0085482
1983,3,Dark Habits,tt0085496
1983,1,Local Hero,tt0085859
1983,3,Born in Flames,tt0085267
1983,3,Lianna,tt0085838
1983,1,WarGames,tt0086567
1983,2,Videodrome,tt0086541
1983,3,Flashdance,tt0085549
1983,3,Superman III,tt0086393
1983,1,Terms of Endearment,tt0086425
1983,3,Terms of Endearment,tt0086425
1983,0,Go for It,tt0085601
1983,1,"Man With Two Brains, The",tt0085894
1983,3,Los renglones torcidos de Dios,tt0224005
1983,3,Hercules,tt0085672
1983,1,Scarface,tt0086250
1983,1,"Dead Zone, The",tt0085407
1983,1,A Christmas Story,tt0085334
1983,0,Merry Christmas Mr Lawrence,tt0085933
1983,1,Krull,tt0085811
1983,1,Mickey&#39;s Christmas Carol,tt0085936
1983,2,Octopussy,tt0086034
1983,1,"Meaning of Life , The",tt0085959
1983,1,"4th Man, The",tt0086543
1983,3,Jaws 3-D,tt0085750
1983,3,Mortelle randonn&eacute;e,tt0084358
1983,1,El pico,tt0086104
1983,2,"Outsiders, The",tt0086066
1983,3,Yentl,tt0086619
1983,3,Cujo,tt0085382
1983,3,Barefoot Gen,tt0085218
1983,1,Strange Brew,tt0086373
1983,1,Deathstalker,tt0087127
1983,3,Wild Style,tt0084904
1983,3,"Best Christmas Pageant Ever, The",tt0085231
1983,3,Suburbia,tt0086589
1983,3,Risky Business,tt0086200
1983,1,Under Fire,tt0086510
1983,1,Die Supernasen,tt0086394
1983,3,Women&#39;s Prison Massacre,tt0085250
1983,2,Confidentially Yours,tt0086551
1983,3,Life Is a Bed of Roses,tt0086542
1984,2,Ghostbusters,tt0087332
1984,1,Gremlins,tt0087363
1984,3,Conan the Destroyer,tt0087078
1984,3,"Bostonians, The",tt0086992
1984,3,Kaze no tani no Naushika,tt0087544
1984,3,Police Academy,tt0087928
1984,3,Amadeus,tt0086879
1984,3,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",tt0086856
1984,1,"Paris, Texas",tt0087884
1984,0,Indiana Jones and the Temple of Doom,tt0087469
1984,3,What Have I Done to Deserve This?,tt0088461
1984,1,Star Trek III: The Search for Spock,tt0088170
1984,3,"Terminator, The",tt0088247
1984,3,Sixteen Candles,tt0088128
1984,3,"Karate Kid, The",tt0087538
1984,3,Dune,tt0087182
1984,1,This Is Spinal Tap,tt0088258
1984,0,Beverly Hills Cop,tt0086960
1984,3,Supergirl,tt0088206
1984,0,A Soldier&#39;s Story,tt0088146
1984,3,"Jewel in the Crown, The",tt0086739
1984,3,Blame It on Rio,tt0086973
1984,3,Love Streams,tt0087644
1984,3,Night of the Comet,tt0087799
1984,3,A Private Function,tt0089838
1984,1,Splash,tt0088161
1984,1,"Natural, The",tt0087781
1984,3,Poison for the Fairies,tt0135033
1984,1,"Neverending Story, The",tt0088323
1984,3,A nightmare on Elm Street,tt0087800
1984,3,Purple Rain,tt0087957
1984,2,Repo Man,tt0087995
1984,1,Non ci resta che piangere,tt0087814
1984,3,Protocol,tt0087951
1984,1,2010,tt0086837
1984,3,"Last Starfighter, The",tt0087597
1984,3,"Muppets Take Manhattan, The",tt0087755
1984,0,Top Secret!,tt0088286
1984,3,A Passage to India,tt0087892
1984,2,Body Double,tt0086984
1984,3,Friday the 13th Part IV: The Final Chapter,tt0087298
1984,3,Secret Places,tt0088075
1984,1,Blood Simple.,tt0086979
1984,1,Revenge of the Nerds,tt0088000
1984,0,Another Country,tt0086904
1984,0,Starman,tt0088172
1984,3,Children of the Corn,tt0087050
1984,1,Trancers,tt0090192
1984,1,Once Upon A Time In America,tt0087843
1984,3,Bachelor Party,tt0086927
1984,3,Johnny Dangerously,tt0087507
1984,0,Godzilla 1985,tt0087344
1984,3,"Silent Night, Deadly Night",tt0088117
1984,3,Los santos inocentes,tt0088040
1984,1,"Philadelphia Experiment, The",tt0087910
1984,2,"Ice Pirates, The",tt0087451
1984,2,Best Defense,tt0086955
1984,3,Angel,tt0086896
1984,1,Razorback,tt0087981
1984,1,El pico 2,tt0087913
1984,1,Nineteen Eighty-Four,tt0087803
1984,3,Romancing the Stone,tt0088011
1984,3,"Initiation, The",tt0087472
1984,2,All of Me,tt0086873
1984,3,Rhinestone,tt0088001
1984,2,C.H.U.D.,tt0087015
1984,1,Marche &agrave; l&#39;ombre,tt0087681
1984,1,Zwei Nasen tanken Super,tt0088459
1984,0,"Warrior and the Sorceress, The",tt0088379
1984,1,She,tt0090009
1984,3,Emmanuelle IV,tt0085486
1984,0,Double Trouble,tt0087481
1984,3,"Company of Wolves, The",tt0087075
1985,2,Back to the Future,tt0088763
1985,3,"Breakfast Club, The",tt0088847
1985,3,Just One of the Guys,tt0089393
1985,3,Red Sonja,tt0089893
1985,3,Otac na sluzbenom putu,tt0089748
1985,3,Weird Science,tt0090305
1985,1,Police Academy 2: Their First Assignment,tt0089822
1985,3,Agnes of God,tt0088683
1985,2,Tomo yo shizukani nemure,tt0380761
1985,3,Girls Just Want to Have Fun,tt0089208
1985,3,Brazil,tt0088846
1985,3,Anne of Green Gables,tt0088727
1985,3,Sans toi ni loi (Vagabond),tt0089960
1985,3,"Color Purple, The",tt0088939
1985,1,Real Genius,tt0089886
1985,1,White Nights,tt0090319
1985,3,Clue,tt0088930
1985,0,Ladyhawke,tt0089457
1985,3,A Room with a View,tt0091867
1985,3,Dim Sum: A Little Bit of Heart,tt0087150
1985,3,Desperately Seeking Susan,tt0089017
1985,0,Huang tudi (Yellow Earth),tt0087433
1985,3,"Trip To Bountiful, The",tt0090203
1985,1,Fletch,tt0089155
1985,3,"Black Cauldron, The",tt0088814
1985,0,Enemy Mine,tt0089092
1985,0,Fandango,tt0089126
1985,1,Mr Vampire (Geung si sin sang),tt0089371
1985,1,Ran,tt0089881
1985,0,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),tt0088748
1985,1,Commando,tt0088944
1985,3,Wetherby,tt0090310
1985,3,Return to Oz,tt0089908
1985,3,"Goonies, The",tt0089218
1985,3,Better Off Dead,tt0088794
1985,1,Starchaser: The Legend of Orin,tt0090065
1985,3,Desert Hearts,tt0089015
1985,3,A Chorus Line,tt0088915
1985,3,Sweet Dreams,tt0090110
1985,0,Day of the Dead,tt0088993
1985,2,After Hours,tt0088680
1985,3,Legend,tt0089469
1985,3,"Care Bears Movie, The",tt0088885
1985,1,Detective,tt0089066
1985,3,Barbarian Queen,tt0088771
1985,3,Phenomena,tt0087909
1985,3,"Official Story, The",tt0089276
1985,2,My Beautiful Laundrette,tt0091578
1985,3,Purple Rose of Cairo,tt0089853
1985,3,"Sure Thing, The",tt0090103
1985,3,Friday the 13th: A New Beginning,tt0089173
1985,0,Re-Animator,tt0089885
1985,1,Spies Like Us,tt0090056
1985,3,Witness,tt0090329
1985,3,"Legend of Billie Jean, The",tt0089470
1985,1,Tampopo,tt0092048
1985,2,Fright Night,tt0089175
1985,3,A Nightmare on Elm Street 2: Freddy&#39;s Revenge,tt0089686
1985,3,Out of Africa,tt0089755
1985,0,Come and See,tt0091251
1985,1,A View to a Kill,tt0090264
1985,0,"Quiet Earth, The",tt0089869
1985,2,Kiss of the Spider Woman,tt0089424
1985,0,Rambo: First Blood Part II,tt0089880
1985,3,Dreamchild,tt0089052
1985,2,Rocky IV,tt0089927
1985,0,Angel&#39;s Egg,tt0208502
1985,3,Flesh+Blood,tt0089153
1985,0,Night on the Galactic Railroad,tt0089206
1985,2,Ninja Terminator,tt0199849
1985,1,La Negrita: the Miracle of Our Lady of Los Angeles,tt5739786
1985,3,Esperando la carroza,tt0089108
1985,2,Howling II: ... Your Sister Is a Werewolf,tt0089308
1985,0,Bebukottak,tt2292794
1985,2,"Treasure of Swamp Castle, The",tt0137226
1985,1,Pee-wee&#39;s Big Adventure,tt0089791
1985,0,Les specialistes,tt0088167
1985,3,"Last Dragon, The",tt0089461
1985,2,Teen Wolf,tt0090142
1985,2,Pale Rider,tt0089767
1985,3,Ocean Drive Weekend,tt0471287
1985,2,Sindhu Bhairavi,tt0155180
1985,1,Die Einsteiger,tt0089077
1985,1,My Life as a Dog,tt0089606
1985,3,Once Bitten,tt0089730
1986,3,Short Circuit,tt0091949
1986,3,Ferris Bueller&#39;s Day Off,tt0091042
1986,3,Labyrinth,tt0091369
1986,3,Aliens,tt0090605
1986,3,Tenk&ucirc; no shiro Rapyuta,tt0092067
1986,1,Police Academy 3: Back in Training,tt0091777
1986,0,Stand By Me,tt0092005
1986,3,Hannah and Her Sisters,tt0091167
1986,2,Highlander,tt0091203
1986,0,Kin-Dza-Dza,tt0091341
1986,3,"Clan of the Cave Bear, The",tt0090848
1986,2,Top Gun,tt0092099
1986,3,Jumpin&#39; Jack Flash,tt0091306
1986,1,Little Shop of Horrors,tt0091419
1986,3,Peggy Sue Got Married,tt0091738
1986,3,Big Trouble in Little China,tt0090728
1986,2,"Money Pit, The",tt0091541
1986,1,Armed and Dangerous,tt0090660
1986,3,An American Tail,tt0090633
1986,3,Star Trek IV:  The Voyage Home,tt0092007
1986,3,SpaceCamp,tt0091993
1986,1,Blue Velvet,tt0090756
1986,0,When the Wind Blows,tt0090315
1986,2,"Fly, The",tt0091064
1986,1,"Adventures of Milo and Otis, The",tt0097050
1986,3,"&#39;night, Mother",tt0090556
1986,1,Down by Law,tt0090967
1986,3,Project A-ko,tt0091794
1986,0,Platoon,tt0091763
1986,3,Crocodile Dundee,tt0090555
1986,1,"Great Mouse Detective, The",tt0091149
1986,0,"Transformers: The Movie, The",tt0092106
1986,3,Pretty in Pink,tt0091790
1986,3,Hour of the Star,tt0089297
1986,3,Flight of the Navigator,tt0091059
1986,3,"Parent Trap II, The",tt0091721
1986,1,Back to School,tt0090685
1986,3,Ruthless People,tt0091877
1986,3,Howard The Duck,tt0091225
1986,2,Maximum Overdrive,tt0091499
1986,1,F/X,tt0089118
1986,0,Asterix in Britain (Asterix chez les Bretons),tt0090667
1986,1,Captain EO,tt0090793
1986,2,!Three Amigos!,tt0092086
1986,3,Rosa Luxemburg,tt0091869
1986,1,Manhunter,tt0091474
1986,0,Il caso Moro,tt0090805
1986,3,Peking Opera Blues,tt0090952
1986,1,"Karate Kid, Part II, The",tt0091326
1986,3,Children of a Lesser God,tt0090830
1986,3,April Fool&#39;s Day,tt0090655
1986,0,"Mission, The",tt0091530
1986,3,From Beyond,tt0091083
1986,0,"Name Of The Rose, The",tt0091605
1986,2,"Manhattan Project, The",tt0091472
1986,3,Matador,tt0091495
1986,0,"Fugitives, The",tt0091093
1986,0,Pirates,tt0091757
1986,2,Critters,tt0090887
1986,3,Chopping Mall,tt0090837
1986,2,Deadly Friend,tt0090917
1986,1,Macskafogo,tt0179955
1986,2,Terrorizers,tt0091355
1986,3,She&#39;s Gotta Have It,tt0091939
1986,3,Under the Cherry Moon,tt0092133
1986,0,A Better Tomorrow,tt0092263
1986,3,About Last Night,tt0090583
1986,1,Cobra,tt0090859
1986,1,Iron Eagle,tt0091278
1986,1,"Delta Force, The",tt0090927
1986,0,"No Retreat, No Surrender",tt0089695
1986,0,"Defiant Ones, The",tt0089010
1986,3,Friday the 13th Part VI: Jason Lives,tt0091080
1986,0,"Texas Chainsaw Massacre Part 2, The",tt0092076
1986,2,Betty Blue,tt0090563
1986,3,Flying,tt0091065
1986,1,Hoosiers,tt0091217
1987,1,"Good Morning, Vietnam",tt0093105
1987,3,Dirty Dancing,tt0092890
1987,2,"Princess Bride, The",tt0093779
1987,1,RoboCop,tt0093870
1987,1,Police Academy 4: Citizens on Patrol,tt0093756
1987,0,Full Metal Jacket,tt0093058
1987,3,Babette&#39;s Feast,tt0092603
1987,3,"Wonderful Wizard of Oz, The",tt0098675
1987,3,Housekeeping,tt0093225
1987,3,Overboard,tt0093693
1987,1,Lethal Weapon,tt0093409
1987,3,Spaceballs,tt0094012
1987,3,September,tt0093940
1987,3,"Whales Of August, The",tt0094315
1987,1,Beverly Hills Cop II,tt0092644
1987,3,Around the World in Eighty Ways,tt0092581
1987,1,Withnail &amp; I,tt0094336
1987,3,84 Charing Cross Road,tt0090570
1987,0,Predator,tt0093773
1987,3,House of Games,tt0093223
1987,3,Bagdad Cafe,tt0095801
1987,3,I&#39;ve Heard the Mermaids Singing,tt0093239
1987,0,Wings of Desire,tt0093191
1987,3,"Witches of Eastwick, The",tt0094332
1987,3,Hard Ticket to Hawaii,tt0093146
1987,1,Radio Days,tt0093818
1987,1,Angel Heart,tt0092563
1987,3,Baby Boom,tt0092605
1987,2,Maurice,tt0093512
1987,3,High Tide,tt0095305
1987,2,Fatal Beauty,tt0093011
1987,3,Moonstruck,tt0093565
1987,1,"Planes, Trains &amp; Automobiles",tt0093748
1987,1,"Lost Boys, The",tt0093437
1987,3,"Last Emperor, The",tt0093389
1987,3,Barbie and the Rockers: Out of This World,tt0313254
1987,3,Hellraiser,tt0093177
1987,3,Nice Girls Don&#39;t Explode,tt0093617
1987,3,Prince of Darkness,tt0093777
1987,3,Raising Arizona,tt0093822
1987,3,"Chipmunk Adventure, The",tt0092752
1987,3,Ngati,tt0093615
1987,3,Evil Dead II,tt0092991
1987,3,Outrageous Fortune,tt0093690
1987,3,Superman IV: The Quest for Peace,tt0094074
1987,2,"Gate, The",tt0093075
1987,3,Black Widow,tt0090738
1987,3,Dragnet,tt0092925
1987,3,Fatal Attraction,tt0093010
1987,3,Light of Day,tt0093415
1987,0,Swimming to Cambodia,tt0094089
1987,3,Hansel and Gretel,tt0093144
1987,3,Broadcast News,tt0092699
1987,1,Empire of the Sun,tt0092965
1987,3,House II: The Second Story,tt0093220
1987,3,A Nightmare on Elm Street 3: Dream Warriors,tt0093629
1987,3,Waiting for the Moon,tt0094286
1987,1,Au Revoir Les Enfants,tt0092593
1987,3,Creepshow 2,tt0092796
1987,3,Jaws: The Revenge,tt0093300
1987,1,3 Men and a Baby,tt0094137
1987,3,Hope and Glory,tt0093209
1987,0,Bad Taste,tt0092610
1987,3,Adventures in Babysitting,tt0092513
1987,3,El bosque animado,tt0092693
1987,3,La ley del deseo,tt0093412
1987,1,Epidemic,tt0092972
1987,1,"Secret of My Succe$s, The",tt0093936
1987,3,"Running Man, The",tt0093894
1987,2,My Demon Lover,tt0093589
1987,0,A Better Tomorrow II,tt0094357
1987,3,Can&#39;t Buy Me Love,tt0092718
1987,3,Deathstalker II,tt0092860
1987,1,"No Retreat, No Surrender 2",tt0097991
1987,3,Masters of the Universe,tt0093507
1987,1,Throw Momma from the Train,tt0094142
1987,2,Amazon Women on the Moon,tt0092546
1987,0,Emmanuelle 5,tt0092962
1987,2,Casanova,tt0092730
1987,1,No Way Out,tt0093640
1987,3,Slave Girls from Beyond Infinity,tt0093991
1987,0,Where is the friend&#39;s house,tt0093342
1987,1,Mannequin,tt0093493
1987,1,"Untouchables, The",tt0094226
1988,1,Who Framed Roger Rabbit,tt0096438
1988,3,Coming to America,tt0094898
1988,3,Tonari no Totoro,tt0096283
1988,3,Twins,tt0096320
1988,1,Police Academy 5: Assignment: Miami Beach,tt0095882
1988,3,Die Hard,tt0095016
1988,3,Beetle Juice,tt0094721
1988,3,Willow,tt0096446
1988,3,Maniac Cop,tt0095583
1988,3,Heathers,tt0097493
1988,3,Mystic Pizza,tt0095690
1988,3,Working Girl,tt0096463
1988,0,They Live,tt0096256
1988,2,Oliver &amp; Company,tt0095776
1988,1,Bloodsport,tt0092675
1988,3,Dangerous Liaisons,tt0094947
1988,3,L&#39;etudiante,tt0096523
1988,3,Poltergeist III,tt0095889
1988,1,"Naked Gun: From the Files of Police Squad!, The",tt0095705
1988,0,Killer Klowns from Outer Space,tt0095444
1988,3,A Fish Called Wanda,tt0095159
1988,2,Midnight Run,tt0095631
1988,1,Akira,tt0094625
1988,3,Women on the Verge of a Nervous Breakdown,tt0095675
1988,3,Hairspray,tt0095270
1988,3,Satisfaction,tt0096037
1988,3,Beaches,tt0094715
1988,3,"Accused, The",tt0094608
1988,3,Big Business,tt0094739
1988,3,Feds,tt0095145
1988,1,Action Jackson,tt0094612
1988,1,Alien Nation,tt0094631
1988,3,"Land Before Time, The",tt0095489
1988,3,"Distant Voices, Still Lives",tt0095037
1988,1,Torch Song Trilogy,tt0096289
1988,3,Scooby-Doo and the Ghoul School,tt0189071
1988,1,Rain Man,tt0095953
1988,3,Married to the Mob,tt0095593
1988,3,Appleseed,tt0094668
1988,1,Young Guns,tt0096487
1988,3,Rock &#39;n&#39; Roll Mom,tt0096001
1988,3,Two Moon Junction,tt0096324
1988,2,Dead Ringers,tt0094964
1988,3,Child&#39;s Play,tt0094862
1988,3,My Stepmother Is an Alien,tt0095687
1988,3,World Gone Wild,tt0096465
1988,3,Hell Comes to Frogtown,tt0093171
1988,3,Scrooged,tt0096061
1988,3,Crossing Delancey,tt0094921
1988,1,Cinema Paradiso,tt0095765
1988,2,"Last Temptation of Christ, The",tt0095497
1988,0,Gakk&ocirc; no kaidan G,tt0330312
1988,3,Sticky Fingers,tt0096176
1988,1,Hellbound: Hellraiser II,tt0095294
1988,1,Big,tt0094737
1988,3,Another Woman,tt0094663
1988,3,Caddyshack II,tt0094824
1988,1,"Adventures of Baron Munchausen, The",tt0096764
1988,0,Grave of the Fireflies,tt0095327
1988,1,Spoorloos,tt0096163
1988,3,A Nightmare on Elm Street 4: The Dream Master,tt0095742
1988,0,Wong gok ka moon,tt0096461
1988,3,Pumpkinhead,tt0095925
1988,2,"Accidental Tourist, The",tt0094606
1988,2,Remando al viento [Rowing with the Wind],tt0093840
1988,3,Critters 2,tt0094919
1988,2,Earth Girls Are Easy,tt0097257
1988,1,Lady in White,tt0095484
1988,3,Gorillas in the Mist,tt0095243
1988,2,Bull Durham,tt0094812
1988,0,Igla,tt0097561
1988,0,"Bear, The",tt0095800
1988,0,Rambo III,tt0095956
1988,2,"Big Blue, The",tt0095250
1988,1,Vibes,tt0096378
1988,3,Hiroshima Maiden,tt0224412
1988,3,Elvira: Mistress of the Dark,tt0095088
1988,0,&#39;Gator Bait 2: Cajun Justice,tt0094588
1988,3,"Sisterhood, The",tt0096114
1988,3,Emmanuelle 6,tt0095094
1988,0,Red Scorpion,tt0098180
1988,0,"Bourne Identity, The",tt0094791
1988,1,Stand and Deliver,tt0094027
1988,1,Dirty Rotten Scoundrels,tt0095031
1988,3,Kung-Fu Master!,tt0093371
1988,3,"Great Outdoors, The",tt0095253
1988,2,Crocodile Dundee II,tt0092493
1988,3,Chocolat,tt0094868
1988,3,And God Created Woman,tt0092559
1988,3,Shame,tt0093952
1989,3,Back to the Future Part II,tt0096874
1989,3,Uncle Buck,tt0098554
1989,3,When Harry Met Sally,tt0098635
1989,1,Resan till Melonia,tt0098189
1989,1,Road House,tt0098206
1989,1,Police Academy 6: City Under Siege,tt0098105
1989,3,Mystery Train,tt0097940
1989,3,"Little Mermaid, The",tt0097757
1989,3,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),tt0097814
1989,1,Fat Man and Little Boy,tt0097336
1989,3,Troop Beverly Hills,tt0098519
1989,3,Steel Magnolias,tt0098384
1989,1,Batman,tt0096895
1989,0,Indiana Jones and the Last Crusade,tt0097576
1989,1,Star Trek V: The Final Frontier,tt0098382
1989,3,Shirley Valentine,tt0098319
1989,3,Przesluchanie,tt0084548
1989,2,Ghostbusters II,tt0097428
1989,3,"Honey, I Shrunk the Kids",tt0097523
1989,3,Wild Orchid,tt0100934
1989,3,"Abyss, The",tt0096754
1989,2,Let It Ride,tt0097731
1989,1,Fletch Lives,tt0097366
1989,1,Weekend at Bernie&#39;s,tt0098627
1989,3,"Get Smart, Again!",tt0097423
1989,2,"Sex, Lies, and Videotape",tt0098724
1989,1,"&#39;Burbs, The",tt0096734
1989,3,Henry V,tt0097499
1989,1,Dead Poets Society,tt0097165
1989,2,Bill &amp; Ted&#39;s Excellent Adventure,tt0096928
1989,3,She-Devil,tt0098309
1989,3,All Dogs Go to Heaven,tt0096787
1989,3,Crimes and Misdemeanors,tt0097123
1989,1,Major League,tt0097815
1989,3,"Seventh Continent, The",tt0098327
1989,3,Leviathan,tt0097737
1989,2,Drugstore Cowboy,tt0097240
1989,1,UHF,tt0098546
1989,3,Meet The Feebles,tt0097858
1989,3,Shag,tt0098300
1989,2,Say Anything...,tt0098258
1989,2,Licence to Kill,tt0097742
1989,3,Oranges Are Not The Only Fruit,tt0098032
1989,0,"Dream Team, The",tt0097235
1989,1,"Cook, the Thief, His Wife &amp; Her Lover, The",tt0097108
1989,0,Dead Calm,tt0097162
1989,0,Leningrad Cowboys Go America,tt0097728
1989,3,Teen Witch,tt0098453
1989,1,Turner &amp; Hooch,tt0098536
1989,3,Chopper Chicks in Zombietown,tt0103959
1989,3,Born on the Fourth of July,tt0096969
1989,3,A Nightmare on Elm Street 5: The Dream Child,tt0097981
1989,2,Do the Right Thing,tt0097216
1989,3,Friday the 13th Part VIII: Jason Takes Manhattan,tt0097388
1989,0,Glory,tt0097441
1989,3,Loverboy,tt0097790
1989,3,Godzilla vs. Biollante,tt0097444
1989,3,Lethal Weapon 2,tt0097733
1989,3,Driving Miss Daisy,tt0097239
1989,2,Field of Dreams,tt0097351
1989,3,My Left Foot,tt0097937
1989,3,Millennium,tt0097883
1989,3,"Delinquents, The",tt0097182
1989,3,National Lampoon&#39;s Christmas Vacation,tt0097958
1989,3,Celia,tt0094849
1989,3,Babar: The Movie,tt0096869
1989,3,Savage Beach,tt0098257
1989,0,Kickboxer,tt0097659
1989,1,Blind Fury,tt0096945
1989,0,"Karate Kid Part III, The",tt0097647
1989,0,"Killer, The",tt0097202
1989,0,Farewell to the King,tt0097334
1989,0,Tango &amp; Cash,tt0098439
1989,3,"Return of Swamp Thing, The",tt0098193
1989,1,"Punisher, The",tt0098141
1989,2,Sidewalk Stories,tt0098325
1989,3,Parenthood,tt0098067
1989,0,Sea of Love,tt0098273
1989,0,Casualties of War,tt0097027
1990,1,Total Recall,tt0100802
1990,1,Back to the Future Part III,tt0099088
1990,3,"Witches, The",tt0100944
1990,3,Home Alone,tt0099785
1990,3,Mermaids,tt0100140
1990,1,It,tt0099864
1990,1,Misery,tt0100157
1990,3,Postcards from the Edge,tt0100395
1990,3,Life Is Sweet,tt0100024
1990,3,Nikita,tt0100263
1990,3,"Handmaid&#39;s Tale, The",tt0099731
1990,3,Mindwalk,tt0100151
1990,3,Ghost,tt0099653
1990,3,Paris is Burning,tt0100332
1990,3,Tremors,tt0100814
1990,3,"I, the Worst of All",tt0100990
1990,1,White Hunter Black Heart,tt0100928
1990,3,Pretty Woman,tt0100405
1990,3,Goodfellas,tt0099685
1990,0,Darkman,tt0099365
1990,3,Bimbos B.C.,tt0196378
1990,3,An Angel at My Table,tt0099040
1990,2,"Bonfire of the Vanities, The",tt0099165
1990,3,Edward Scissorhands,tt0099487
1990,2,Wild at Heart,tt0100935
1990,2,Joe Versus the Volcano,tt0099892
1990,3,Flatliners,tt0099582
1990,3,Die Hard 2,tt0099423
1990,1,"Hunt for Red October, The",tt0099810
1990,3,Happily Ever After,tt0099733
1990,0,"Russia House, The",tt0100530
1990,1,Close-Up,tt0100234
1990,3,Qin yong,tt0098147
1990,0,Dark Angel (I Come in Peace),tt0099817
1990,3,A Little Night Music,tt0359610
1990,3,"Long Walk Home, The",tt0100046
1990,0,I Hired a Contract Killer,tt0099818
1990,3,Strangers in Good Company,tt0102993
1990,3,I love you to death,tt0099819
1990,3,Child&#39;s Play 2,tt0099253
1990,3,Troll 2,tt0105643
1990,0,Miller&#39;s Crossing,tt0100150
1990,0,Air America,tt0099005
1990,2,Predator 2,tt0100403
1990,1,RoboCop 2,tt0100502
1990,2,Teenage Mutant Ninja Turtles,tt0100758
1990,3,A Tale of Springtime,tt0097106
1990,3,"Match Factory Girl, The",tt0098532
1990,2,Europa Europa,tt0099776
1990,3,Portrait of a Marriage,tt0098897
1990,0,Lord of the Flies,tt0100054
1990,2,Stella,tt0100691
1990,3,"Welcome Home, Roxy Carmichael",tt0100911
1990,1,Jacob&#39;s Ladder,tt0099871
1990,3,Where the Heart Is,tt0100924
1990,1,Presumed Innocent,tt0100404
1990,1,Dragon Ball Z: The Movie - The Tree of Might,tt0142233
1990,3,Alice,tt0099012
1990,3,Criminal Justice,tt0099321
1990,3,Kindergarten Cop,tt0099938
1990,3,Cry-Baby,tt0099329
1990,3,"Nasty Girl (Das schreckliche M&auml;dchen), The",tt0100557
1990,0,Dragon Ball Z: Bardock - The Father of Goku,tt0142245
1990,1,Dances with Wolves,tt0099348
1990,1,Rosencrantz &amp; Guildenstern Are Dead,tt0100519
1990,3,Hidden Agenda,tt0099768
1990,2,Class of 1999,tt0099277
1990,1,"Rescuers Down Under, The",tt0100477
1990,3,"Godfather: Part III, The",tt0099674
1990,3,Metropolitan,tt0100142
1990,1,"Reflecting Skin, The",tt0100469
1990,3,Barbarian Queen II: The Empress Strikes Back,tt0103768
1990,0,"Sheltering Sky, The",tt0100594
1990,1,Bullet in the Head,tt0099426
1990,0,Navy Seals,tt0100232
1990,1,Delta Force 2: The Colombian Connection,tt0099399
1990,1,Naked Tango,tt0100222
1990,0,"No Retreat, No Surrender 3: Blood Brothers",tt0100266
1990,1,Lionheart,tt0100029
1990,0,Rocky V,tt0100507
1990,3,Hiroshima: Out of the Ashes,tt0099772
1990,2,Gremlins 2: The New Batch,tt0099700
1990,3,Nightbreed,tt0100260
1990,0,Quick Change,tt0100449
1990,2,Days of Being Wild,tt0101258
1990,2,Blue Steel,tt0099160
1990,3,Bad Girls from Mars,tt0101399
1990,2,Days of Thunder,tt0099371
1991,3,"Silence of the Lambs, The",tt0102926
1991,3,Beauty and the Beast,tt0101414
1991,3,Thelma &amp; Louise,tt0103074
1991,3,Omohide poro poro,tt0102587
1991,3,Other People's Money,tt0102609
1991,0,Point Break,tt0102685
1991,3,Tacones Lejanos,tt0103030
1991,3,Fried Green Tomatoes,tt0101921
1991,3,Terminator 2: Judgement Day,tt0103064
1991,3,Shakes the Clown,tt0102898
1991,3,Impromptu,tt0102103
1991,2,Hook,tt0102057
1991,2,Flirting,tt0101898
1991,3,Raise the Red Lantern,tt0101640
1991,1,White Fang,tt0103247
1991,0,Closet Land,tt0101597
1991,1,Doc Hollywood,tt0101745
1991,3,Robin Hood: Prince of Thieves,tt0102798
1991,3,"Fisher King, The",tt0101889
1991,0,Toy Soldiers,tt0103112
1991,1,"Naked Gun 2 1/2: The Smell of Fear, The",tt0102510
1991,3,Slacker,tt0102943
1991,3,"Double Life of Veronique, The",tt0101765
1991,3,Salmonberries,tt0102829
1991,1,Barton Fink,tt0101410
1991,1,Black Robe,tt0101465
1991,3,&#39;Merci la vie&#39;,tt0102436
1991,3,Daughters of the Dust,tt0104057
1991,3,An American Tail: Fievel Goes West,tt0101329
1991,3,Don&#39;t Tell Mom the Babysitter&#39;s Dead,tt0101757
1991,3,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,tt0103060
1991,1,Delirious,tt0101701
1991,3,Night on Earth,tt0102536
1991,1,Motorama,tt0104922
1991,3,Critters 3,tt0101627
1991,0,Rubin and Ed,tt0102817
1991,3,"Object of Beauty, The",tt0102573
1991,1,Bill &amp; Ted&#39;s Bogus Journey,tt0101452
1991,2,What About Bob?,tt0103241
1991,3,Hudson Hawk,tt0102070
1991,1,Hot Shots!,tt0102059
